Ramal;Data;Divida data Solicitacao
1;Fri Jul 01 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1661892;Fri Jul 01 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
350389;Fri Jul 01 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1395971;Fri Jul 01 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2643430;Fri Jul 01 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
608580;Sat Jul 02 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1501348;Sat Jul 02 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Sat Jul 02 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3478297;Sat Jul 02 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3533719;Sat Jul 02 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3225151;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2809729;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
387398;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1203797;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2964066;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3841537;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3166384;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
34;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
266060;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
387401;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2651378;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
304689;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
534773;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1738410;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2959097;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3277569;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3464873;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2559595;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
111186;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3105725;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3415341;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2839687;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1468049;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
830534;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2694956;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1798588;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1326864;Mon Jul 04 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
603341;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1594362;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1838741;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3589692;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
44210;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2592746;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3254798;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2994739;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
276200;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3067270;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1723030;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3848850;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1761625;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1111086;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2182149;Tue Jul 05 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1045873;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
183091;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1258753;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2577780;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1140442;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3465187;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1307738;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
34285667;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3809269;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
279854;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
473774;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2572036;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
453099;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
841633;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
0;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1298593;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2869535;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1201964;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2981769;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1211196;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2458420;Wed Jul 06 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2376300;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1830473;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1657364;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2303035;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
128767;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2018;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
767042;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2152460;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1743228;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
969044;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3828905;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
476269;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3310132;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2858878;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2943069;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1503740;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1108883;Thu Jul 07 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2263262;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
138304;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2604353;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
917397;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3467465;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3600009;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3626539;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3626547;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3848884;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2991764;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3082717;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1211196;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2099497;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
547476;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3208273;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
884790;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1327453;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
196665;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
418838;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2882108;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3223086;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1298933;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2035235;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3128679;Fri Jul 08 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2605821;Sat Jul 09 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
873098;Sat Jul 09 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
570338;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
34282;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1852850;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2762536;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
366269;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
133515;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
183911;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1414100;Mon Jul 11 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
14427;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1602802;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3211819;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1180762;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2297878;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1835475;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1559109;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
22582993;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3813312;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
476269;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2137879;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3814203;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
19;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
234134;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1355805;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3097650;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1580108;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3771750;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3310132;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1415175;Tue Jul 12 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3248062;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
570338;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
7;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2299313;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
14427;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
22470987;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
0;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
343854;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
365173;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
19;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Wed Jul 13 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3525740;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3208982;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3532909;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2473283;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2060701;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2732890;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3540731;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1063782;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3270831;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2600544;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3338843;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2990652;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
192023;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2862921;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1749609;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2675820;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3540812;Thu Jul 14 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3834379;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1646001;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3367444;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3221902;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2289636;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
620351;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1852167;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2207745;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2994623;Fri Jul 15 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3485501;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
481866;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3472612;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1839586;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
647470;Sat Jul 16 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2693496;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
246379;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
183091;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
39955621;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3535479;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1252186;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
105040;Sun Jul 17 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2615223;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1491776;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1616129;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
882232;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
425;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2692244;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3492230;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
385168;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2289369;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2659190;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2779;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
196622;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
103357;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3719375;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
24244;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3199444;Mon Jul 18 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
248207;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
429597;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2824302;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
506729;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
34;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2947625;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
151777;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
14427;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Tue Jul 19 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2322048;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
732257;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3302059;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
21;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1829904;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3485749;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
853992;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3524035;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1191560;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
521892;Wed Jul 20 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3362400;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
919780;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3265331;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1634070;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3845176;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2675072;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3443540;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1005120;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
27510;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3210529;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3451160;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3827900;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
174165;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3159817;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
128481;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
627801;Thu Jul 21 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2311690;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
681555;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
997943;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1807145;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3662730;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2347105;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1145614;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3354784;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1190474;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2659433;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
853992;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
78565;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
5;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1788000;Fri Jul 22 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
457248;Sat Jul 23 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Sat Jul 23 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3332730;Sat Jul 23 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3329305;Sat Jul 23 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1166476;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3682021;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1301432;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
51629852;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
70470871;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
21393;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3354288;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
21474;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1362623;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2147122;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
21377;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3523519;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
60199784;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2268639;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
21369;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1830473;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1555103;Sun Jul 24 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2537982;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1634070;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
252026;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1803310;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
889970;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
133098;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
979597;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3661628;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
174467;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
518;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
232250;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3471136;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1035886;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1599216;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1044150;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2502232;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3637549;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2908468;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1835475;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
3835740;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1250256;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
2685035;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1287745;Mon Jul 25 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
1326864;Tue Jul 26 2022 00:00:00 GMT-0300 (Brasilia Standard Time);checar
